episode,step,reward,queue,action
2,161,-2,3,0
2,162,-3,6,0
2,163,-4,2,1
2,164,-2,4,0
2,165,-4,8,1
2,166,-6,2,0
2,167,-4,6,0
2,168,-5,1,1
2,169,-3,4,0
2,170,-2,2,0
2,171,-3,5,0
2,172,-4,9,0
2,173,-7,2,1
2,174,-2,4,1
2,175,-4,0,0
2,176,-5,5,1
2,177,-4,9,0
2,178,-8,1,1
2,179,-3,4,0
2,180,-1,3,0
2,181,-3,6,1
2,182,-3,9,0
2,183,-4,13,0
2,184,-9,4,1
2,185,0,4,1
2,186,-3,7,0
2,187,-3,10,0
2,188,-8,2,1
2,189,-2,4,0
2,190,-1,3,0
2,191,-4,7,0
2,192,-6,1,1
2,193,-3,4,1
2,194,-2,2,0
2,195,-5,7,1
2,196,-5,2,1
2,197,-2,4,0
2,198,-3,7,1
2,199,-6,1,0
3,0,0,0,0
3,1,-2,2,1
3,2,-5,7,0
3,3,-3,10,0
3,4,-3,13,0
3,5,-9,4,1
3,6,-1,5,1
3,7,-2,7,1
3,8,-5,2,0
3,9,-4,6,0
3,10,-3,9,0
3,11,-4,13,0
3,12,-8,5,1
3,13,-1,4,1
3,14,-2,6,0
3,15,-4,10,0
3,16,-9,1,1
3,17,-3,4,1
3,18,0,4,0
3,19,-3,7,1
3,20,-6,1,1
3,21,-3,4,0
3,22,-2,2,0
3,23,-4,6,0
3,24,-4,10,0
3,25,-9,1,1
3,26,-3,4,0
3,27,-3,7,1
3,28,-5,2,0
3,29,-3,5,1
3,30,-2,3,1
3,31,-2,5,1
3,32,-4,1,0
3,33,-5,6,0
3,34,-5,1,1
3,35,-3,4,1
3,36,-2,2,0
3,37,-3,5,0
3,38,-4,9,0
3,39,-7,2,1
3,40,-2,4,0
3,41,-4,8,1
3,42,-6,2,0
3,43,-4,6,0
3,44,-3,9,0
3,45,-8,1,1
3,46,-4,5,1
3,47,-2,7,1
3,48,-5,2,0
3,49,-3,5,1
3,50,-4,9,0
3,51,-4,13,0
3,52,-9,4,1
3,53,0,4,1
3,54,-3,7,0
3,55,-3,10,1
3,56,-3,13,0
3,57,-8,5,1
3,58,-2,3,0
3,59,-3,6,1
3,60,-3,9,1
3,61,-7,2,0
3,62,-4,6,0
3,63,-4,2,1
3,64,-3,5,0
3,65,-3,2,0
3,66,-3,5,0
3,67,-5,10,0
3,68,-3,13,0
3,69,-3,16,0
3,70,-7,9,1
3,71,-5,4,0
3,72,-3,7,1
3,73,-5,2,0
3,74,-3,5,0
3,75,-3,2,1
3,76,-2,4,0
3,77,-3,7,1
3,78,-2,9,1
3,79,-3,12,1
3,80,-8,4,0
3,81,-2,6,0
3,82,-5,11,0
3,83,-3,14,0
3,84,-3,17,0
3,85,-8,9,1
3,86,-4,5,0
3,87,-1,6,0
3,88,-7,13,0
3,89,-8,5,1
3,90,-1,4,0
3,91,-3,7,0
3,92,-3,10,1
3,93,-4,14,0
3,94,-8,6,1
3,95,-1,5,0
3,96,-3,8,0
3,97,-3,11,1
3,98,-9,2,1
3,99,-2,4,1
3,100,-3,7,1
3,101,-5,2,0
3,102,-4,6,0
3,103,-5,1,1
3,104,-2,3,0
3,105,-3,6,1
3,106,-3,9,1
3,107,-3,12,1
3,108,-2,14,1
3,109,-8,6,0
3,110,0,6,0
3,111,-4,10,0
3,112,-3,13,0
3,113,-4,17,0
3,114,-8,9,1
3,115,-4,5,0
3,116,-3,8,1
3,117,-3,11,1
3,118,-9,2,0
3,119,-5,7,1
3,120,-3,10,0
3,121,-3,13,0
3,122,-4,17,0
3,123,-8,9,1
3,124,-4,5,1
3,125,-2,7,1
3,126,-3,10,1
3,127,-3,13,1
3,128,-9,4,0
3,129,-2,6,0
3,130,-3,9,0
3,131,-4,13,0
3,132,-4,17,0
3,133,-3,20,0
3,134,-3,23,0
3,135,-7,16,1
3,136,-11,5,0
3,137,-2,7,1
3,138,-3,10,1
3,139,-2,12,1
3,140,-4,16,1
3,141,-11,5,0
3,142,0,5,1
3,143,-5,10,0
3,144,-3,13,0
3,145,-4,17,0
3,146,-9,8,1
3,147,-4,4,1
3,148,-2,6,1
3,149,-3,9,1
3,150,-8,1,0
3,151,-4,5,0
3,152,-4,1,1
3,153,-3,4,0
3,154,-2,6,1
3,155,-3,9,1
3,156,-7,2,0
3,157,-3,5,1
3,158,-4,9,0
3,159,-4,13,0
3,160,-9,4,1
3,161,0,4,0
3,162,-3,7,1
3,163,-5,2,0
3,164,-5,7,0
3,165,-4,3,1
3,166,-3,6,1
3,167,-3,3,0
3,168,-3,6,0
3,169,-5,1,1
3,170,-4,5,1
3,171,-3,2,0
3,172,-4,6,0
3,173,-4,10,0
3,174,-3,13,0
3,175,-9,4,1
3,176,0,4,1
3,177,-2,6,0
3,178,-4,10,0
3,179,-4,14,0
3,180,-9,5,1
3,181,-1,4,0
3,182,-2,6,0
3,183,-4,10,0
3,184,-4,14,0
3,185,-3,17,0
3,186,-9,8,1
3,187,-4,4,1
3,188,-3,7,1
3,189,-2,9,1
3,190,-8,1,0
3,191,-4,5,0
3,192,-4,9,0
3,193,-3,12,0
3,194,-9,3,1
3,195,-1,4,0
3,196,-3,7,1
3,197,-5,2,0
3,198,-4,6,1
3,199,-4,2,1
4,0,0,0,0
4,1,-2,2,0
4,2,-5,7,0
4,3,-6,1,1
4,4,-3,4,0
4,5,-3,1,0
4,6,-4,5,1
4,7,-4,1,1
4,8,-2,3,0
4,9,0,3,0
4,10,-4,7,0
4,11,-4,11,0
4,12,-9,2,1
4,13,-2,4,0
4,14,-3,1,0
4,15,-4,5,0
4,16,-3,2,1
4,17,-2,4,1
4,18,-2,6,1
4,19,-3,3,0
4,20,-3,6,1
4,21,-4,2,1
4,22,-3,5,0
4,23,-2,7,1
4,24,-5,2,0
4,25,-4,6,0
4,26,-4,10,0
4,27,-4,14,0
4,28,-3,17,0
4,29,-4,21,0
4,30,-3,24,0
4,31,-9,15,1
4,32,-11,4,1
4,33,-2,6,1
4,34,-1,7,0
4,35,-7,14,0
4,36,-4,18,0
4,37,-3,21,0
4,38,-9,12,1
4,39,-8,4,0
4,40,-3,7,0
4,41,-11,18,0
4,42,-9,9,1
4,43,-5,4,0
4,44,-2,6,0
4,45,-8,14,1
4,46,-3,17,0
4,47,-7,10,1
4,48,-6,4,0
4,49,-4,8,0
4,50,-6,14,0
4,51,-11,3,1
4,52,-1,4,1
4,53,-3,7,0
4,54,-4,11,1
4,55,-8,3,1
4,56,-1,4,0
4,57,-3,7,1
4,58,-3,10,1
4,59,-3,13,1
4,60,-2,15,1
4,61,-3,18,1
4,62,-2,20,1
4,63,-4,24,1
4,64,-2,26,1
4,65,-3,29,1
4,66,-10,19,0
4,67,-11,8,1
4,68,-2,10,0
4,69,-4,6,1
4,70,-6,12,1
4,71,-3,15,1
4,72,-9,6,0
4,73,0,6,1
4,74,-3,9,0
4,75,-7,2,1
4,76,-2,4,1
4,77,-2,2,0
4,78,-3,5,1
4,79,-4,9,0
4,80,-7,2,1
4,81,-3,5,1
4,82,-3,2,0
4,83,-4,6,0
4,84,-3,3,1
4,85,-2,5,1
4,86,-2,3,0
4,87,-4,7,1
4,88,-4,3,1
4,89,-2,5,0
4,90,-4,1,0
4,91,-5,6,0
4,92,-5,1,1
4,93,-3,4,1
4,94,-1,3,0
4,95,-3,6,0
4,96,-5,1,1
4,97,-3,4,0
4,98,-1,3,0
4,99,-4,7,0
4,100,-3,10,0
4,101,-4,14,0
4,102,-3,17,0
4,103,-4,21,0
4,104,-8,13,1
4,105,-8,5,1
4,106,-3,8,1
4,107,-1,7,0
4,108,-4,11,1
4,109,-9,2,1
4,110,-3,5,0
4,111,-2,3,0
4,112,-4,7,0
4,113,-4,11,0
4,114,-9,2,1
4,115,-3,5,1
4,116,-2,3,0
4,117,-5,8,1
4,118,-3,11,0
4,119,-7,4,1
4,120,-1,5,0
4,121,-1,4,0
4,122,-5,9,0
4,123,-7,2,1
4,124,-3,5,1
4,125,-2,7,1
4,126,-3,10,1
4,127,-3,13,1
4,128,-10,3,0
4,129,-3,6,0
4,130,-4,10,0
4,131,-2,12,0
4,132,-5,17,0
4,133,-3,20,0
4,134,-10,10,1
4,135,-6,4,0
4,136,-5,9,0
4,137,-8,17,1
4,138,-3,20,0
4,139,-3,23,0
4,140,-4,27,0
4,141,-4,31,0
4,142,-4,35,0
4,143,-10,25,1
4,144,-14,11,0
4,145,-5,6,1
4,146,-2,8,0
4,147,-11,19,1
4,148,-9,28,0
4,149,-7,21,1
4,150,-12,9,1
4,151,-1,8,1
4,152,-3,11,1
4,153,-5,6,0
4,154,-3,9,0
4,155,-4,13,0
4,156,-3,16,0
4,157,-4,20,0
4,158,-4,24,0
4,159,-3,27,0
4,160,-4,31,0
4,161,-4,35,0
4,162,-3,38,0
4,163,-12,26,1
4,164,-16,10,0
4,165,-4,6,0
4,166,-11,17,0
4,167,-16,33,0
4,168,-5,38,0
4,169,0,38,0
4,170,-13,25,1
4,171,-15,10,0
4,172,-4,6,0
4,173,-14,20,0
4,174,-11,31,0
4,175,-6,25,1
4,176,-16,9,0
4,177,-3,6,1
4,178,-1,7,0
4,179,-12,19,1
4,180,-1,20,1
4,181,-9,11,1
4,182,-4,7,1
4,183,0,7,0
4,184,-13,20,1
4,185,-7,13,1
4,186,-10,3,0
4,187,-4,7,0
4,188,-11,18,1
4,189,-5,23,0
4,190,-2,25,0
4,191,-8,17,1
4,192,-11,6,1
4,193,-1,5,0
4,194,-14,19,0
4,195,-5,14,1
4,196,-10,4,1
4,197,0,4,0
4,198,-12,16,0
4,199,-7,9,1
5,0,0,0,1
5,1,-2,2,0
5,2,-1,1,1
5,3,-3,4,0
5,4,-2,6,1
5,5,-5,1,0
5,6,-5,6,0
5,7,-3,9,0
5,8,-4,13,0
5,9,-4,17,0
5,10,-9,8,1
5,11,-4,4,1
5,12,-4,8,0
5,13,-6,14,0
5,14,-10,4,1
5,15,0,4,0
5,16,-3,7,1
5,17,-5,2,0
5,18,-4,6,0
5,19,-4,10,0
5,20,-9,1,1
5,21,-3,4,0
5,22,-3,7,1
5,23,-4,3,0
5,24,-3,6,1
5,25,-4,10,0
5,26,-9,1,1
5,27,-4,5,1
5,28,-2,3,0
5,29,-3,6,1
5,30,-4,10,0
5,31,-3,13,0
5,32,-4,17,0
5,33,-9,8,1
5,34,-4,4,0
5,35,-3,7,1
5,36,-3,10,1
5,37,-9,1,0
5,38,-4,5,0
5,39,-4,9,0
5,40,-8,1,1
5,41,-4,5,1
5,42,-3,2,0
5,43,-4,6,0
5,44,-4,10,0
5,45,-9,1,1
5,46,-4,5,1
5,47,-2,3,0
5,48,-4,7,1
5,49,-5,2,1
5,50,-3,5,1
5,51,-2,7,1
5,52,-3,10,1
5,53,-7,3,0
5,54,-4,7,0
5,55,-5,2,1
5,56,-3,5,1
5,57,-2,7,1
5,58,-6,1,0
5,59,-4,5,0
5,60,-4,9,0
5,61,-7,2,1
5,62,-2,4,1
5,63,-3,7,1
5,64,-4,3,0
5,65,-3,6,0
5,66,-5,1,1
5,67,-3,4,1
5,68,-3,7,1
5,69,-6,1,0
5,70,-5,6,0
5,71,-4,2,1
5,72,-3,5,1
5,73,-2,7,1
5,74,-4,3,0
5,75,-3,6,1
5,76,-5,1,1
5,77,-3,4,1
5,78,-3,7,1
5,79,-5,2,0
5,80,-4,6,1
5,81,-4,10,0
5,82,-9,1,1
5,83,-3,4,1
5,84,-1,3,0
5,85,-4,7,0
5,86,-6,1,1
5,87,-3,4,0
5,88,-2,2,0
5,89,-3,5,1
5,90,-5,10,0
5,91,-8,2,1
5,92,-2,4,1
5,93,-3,7,1
5,94,-4,3,0
5,95,-3,6,1
5,96,-4,10,0
5,97,-3,13,0
5,98,-9,4,1
5,99,0,4,0
5,100,-2,6,0
5,101,-5,11,0
5,102,-4,15,0
5,103,-9,6,1
5,104,-2,4,0
5,105,-2,6,0
5,106,-4,10,1
5,107,-8,2,1
5,108,-2,4,0
5,109,-3,7,1
5,110,-5,2,0
5,111,-3,5,1
5,112,-4,9,0
5,113,-4,13,0
5,114,-8,5,1
5,115,0,5,1
5,116,0,5,0
5,117,-5,10,1
5,118,-4,14,0
5,119,-9,5,1
5,120,0,5,0
5,121,-2,7,1
5,122,-5,2,0
5,123,-5,7,1
5,124,-5,2,1
5,125,-2,4,0
5,126,-2,2,0
5,127,-4,6,0
5,128,-5,1,1
5,129,-3,4,0
5,130,-3,1,0
5,131,-4,5,0
5,132,-4,1,1
5,133,-3,4,0
5,134,-2,6,1
5,135,-4,2,0
5,136,-4,6,1
5,137,-5,1,1
5,138,-2,3,1
5,139,-3,6,1
5,140,-3,9,1
5,141,-2,11,1
5,142,-10,1,0
5,143,-5,6,0
5,144,-2,8,0
5,145,-4,12,0
5,146,-9,3,1
5,147,-1,4,1
5,148,-2,6,1
5,149,-3,9,1
5,150,-6,3,0
5,151,-3,6,0
5,152,-4,2,1
5,153,-2,4,1
5,154,-2,2,0
5,155,-5,7,1
5,156,-3,10,0
5,157,-3,13,0
5,158,-9,4,1
5,159,0,4,0
5,160,-2,6,0
5,161,-3,9,1
5,162,-4,13,0
5,163,-4,17,0
5,164,-4,21,0
5,165,-8,13,1
5,166,-7,6,0
5,167,-1,7,0
5,168,-10,17,1
5,169,-10,7,1
5,170,-2,5,0
5,171,0,5,0
5,172,-8,13,0
5,173,-3,16,0
5,174,-4,20,0
5,175,-3,23,0
5,176,-4,27,0
5,177,-8,19,1
5,178,-13,6,0
5,179,0,6,0
5,180,-14,20,1
5,181,-5,15,1
5,182,-10,5,1
5,183,-1,6,0
5,184,-14,20,0
5,185,-3,23,0
5,186,-8,15,1
5,187,-11,4,0
5,188,-3,7,1
5,189,-2,9,1
5,190,-3,12,1
5,191,-10,2,0
5,192,-3,5,1
5,193,-3,2,1
5,194,-2,4,1
5,195,-4,8,1
5,196,-7,1,0
5,197,-4,5,0
5,198,-4,9,0
5,199,-3,12,0
6,0,0,0,1
6,1,-2,2,1
6,2,-5,7,0
6,3,-3,10,0
6,4,-8,2,1
6,5,-3,5,1
6,6,-4,1,0
6,7,-5,6,0
6,8,-4,2,1
6,9,-3,5,0
6,10,-3,8,1
6,11,-7,1,0
6,12,-5,6,0
6,13,-4,10,0
6,14,-3,13,0
6,15,-4,17,0
6,16,-3,20,0
6,17,-8,12,1
6,18,-7,5,1
6,19,-3,8,0
6,20,-8,16,0
6,21,-9,7,1
6,22,-2,5,0
6,23,-1,6,0
6,24,-6,12,0
6,25,-4,16,0
6,26,-4,20,0
6,27,-9,11,1
6,28,-6,5,1
6,29,-2,7,1
6,30,-3,10,1
6,31,-8,2,0
6,32,-3,5,0
6,33,-4,1,1
6,34,-3,4,1
6,35,-3,7,1
6,36,-4,3,0
6,37,-2,5,1
6,38,-5,10,0
6,39,-8,2,1
6,40,-2,4,1
6,41,-2,2,0
6,42,-3,5,1
6,43,-3,2,1
6,44,-2,4,0
6,45,-3,7,1
6,46,-4,3,0
6,47,-3,6,1
6,48,-4,2,1
6,49,-3,5,1
6,50,-3,8,1
6,51,-5,3,0
6,52,-3,6,0
6,53,-5,1,1
6,54,-2,3,0
6,55,-3,6,1
6,56,-4,2,0
6,57,-4,6,1
6,58,-3,9,0
6,59,-7,2,1
6,60,-2,4,0
6,61,-4,8,1
6,62,-1,9,1
6,63,-7,2,0
6,64,-5,7,1
6,65,-5,2,1
6,66,-2,4,0
6,67,-4,8,1
6,68,-2,10,1
6,69,-2,12,1
6,70,-9,3,0
6,71,-4,7,1
6,72,-3,4,1
6,73,-2,6,0
6,74,-3,3,0
6,75,-4,7,1
6,76,-6,1,1
6,77,-3,4,1
6,78,-3,7,1
6,79,-5,2,0
6,80,-3,5,0
6,81,-5,10,0
6,82,-3,13,0
6,83,-8,5,1
6,84,0,5,0
6,85,-1,6,0
6,86,-3,9,0
6,87,-7,2,1
6,88,-3,5,0
6,89,-2,7,1
6,90,-3,10,1
6,91,-8,2,0
6,92,-4,6,1
6,93,-3,9,0
6,94,-4,13,0
6,95,-8,5,1
6,96,-1,4,0
6,97,-3,7,1
6,98,-4,3,0
6,99,-3,6,0
6,100,-4,10,0
6,101,-4,14,0
6,102,-9,5,1
6,103,-1,4,0
6,104,-2,6,0
6,105,-4,10,1
6,106,-8,2,1
6,107,-3,5,0
6,108,-2,7,1
6,109,-4,3,0
6,110,-3,6,0
6,111,-5,1,1
6,112,-3,4,1
6,113,-3,7,1
6,114,-4,3,0
6,115,-3,6,1
6,116,-2,8,0
6,117,-5,13,0
6,118,-9,4,1
6,119,0,4,1
6,120,-3,7,0
6,121,-3,10,1
6,122,-9,1,1
6,123,-3,4,0
6,124,-2,2,0
6,125,-4,6,1
6,126,-5,11,0
6,127,-9,2,1
6,128,-2,4,1
6,129,-2,2,0
6,130,-4,6,1
6,131,-5,1,1
6,132,-4,5,1
6,133,-2,7,1
6,134,-5,2,0
6,135,-3,5,1
6,136,-4,9,0
6,137,-8,1,1
6,138,-2,3,0
6,139,-2,5,1
6,140,-3,2,0
6,141,-3,5,1
6,142,-3,2,1
6,143,-2,4,1
6,144,-3,1,0
6,145,-5,6,1
6,146,-5,1,1
6,147,-3,4,1
6,148,-2,6,1
6,149,-3,9,1
6,150,-3,12,1
6,151,-9,3,0
6,152,-3,6,1
6,153,-4,2,1
6,154,-3,5,0
6,155,-3,2,0
6,156,-4,6,1
6,157,-4,2,1
6,158,-2,4,1
6,159,-3,1,0
6,160,-4,5,1
6,161,-3,2,1
6,162,-3,5,1
6,163,-3,2,0
6,164,-4,6,0
6,165,-3,3,1
6,166,-3,6,1
6,167,-2,8,1
6,168,-3,11,1
6,169,-8,3,0
6,170,-4,7,1
6,171,-5,2,1
6,172,-3,5,1
6,173,-3,2,0
6,174,-4,6,0
6,175,-5,1,1
6,176,-3,4,0
6,177,-2,6,1
6,178,-3,9,1
6,179,-3,12,1
6,180,-10,2,0
6,181,-5,7,1
6,182,-2,9,0
6,183,-4,13,0
6,184,-4,17,0
6,185,-10,7,1
6,186,-4,3,0
6,187,-3,6,1
6,188,-3,9,1
6,189,-2,11,1
6,190,-10,1,0
6,191,-4,5,0
6,192,-4,9,0
6,193,-4,13,0
6,194,-3,16,0
6,195,-10,6,1
6,196,-2,4,0
6,197,-2,6,0
6,198,-6,12,1
6,199,-9,3,1
7,0,0,0,0
7,1,-2,2,1
7,2,-5,7,0
7,3,-6,1,1
7,4,-3,4,1
7,5,-4,8,1
7,6,-2,10,1
7,7,-3,13,1
7,8,-2,15,1
7,9,-7,8,0
7,10,-1,7,1
7,11,-2,5,1
7,12,-3,8,0
7,13,-3,11,1
7,14,-10,1,0
7,15,-5,6,1
7,16,-5,1,1
7,17,-3,4,0
7,18,-1,3,0
7,19,-4,7,1
7,20,-4,11,0
7,21,-3,14,0
7,22,-9,5,1
7,23,-1,4,0
7,24,-3,7,1
7,25,-3,10,1
7,26,-2,12,1
7,27,-3,15,1
7,28,-2,17,1
7,29,-3,20,1
7,30,-8,12,0
7,31,-7,5,1
7,32,-4,9,0
7,33,-7,2,1
7,34,-3,5,0
7,35,-3,8,1
7,36,-3,11,1
7,37,-10,1,0
7,38,-5,6,0
7,39,-3,9,0
7,40,-8,1,1
7,41,-3,4,0
7,42,-3,7,1
7,43,-2,9,1
7,44,-6,3,0
7,45,-3,6,0
7,46,-4,2,1
7,47,-2,4,1
7,48,-2,6,1
7,49,-4,2,0
7,50,-4,6,1
7,51,-5,1,1
7,52,-3,4,1
7,53,-1,3,0
7,54,-3,6,1
7,55,-5,11,0
7,56,-9,2,1
7,57,-3,5,1
7,58,-3,8,1
7,59,-6,2,0
7,60,-4,6,0
7,61,-4,10,0
7,62,-3,13,0
7,63,-3,16,0
7,64,-9,7,1
7,65,-3,4,1
7,66,-3,7,1
7,67,-3,10,1
7,68,-2,12,1
7,69,-3,15,1
7,70,-8,7,0
7,71,-1,6,0
7,72,0,6,1
